name,kind,declaredLine,declarationEndLine,declarationLines,callSiteCount,consumerFiles,verdict,targetPackage,frictionAbsorbed,adrNote
ToolPolicyExecutorOptions,type-reexport,32,32,1,6,packages/core/src/compat/governance.ts:3; packages/governance/src/index.ts:3,KEEP-SIBLING,governance,"Real adopter value for the governance cohort, but optional enough to live outside the harness core with compatibility re-exports during extraction.",
applyRedactors,re-export,34,34,1,10,packages/core/src/agent.ts:6; packages/core/src/compat/governance.ts:1; packages/governance/src/index.ts:1; packages/ui/src/index.ts:2,KEEP-SIBLING,governance,"Real adopter value for the governance cohort, but optional enough to live outside the harness core with compatibility re-exports during extraction.",
createAuditTrail,re-export,34,34,1,14,packages/core/src/compat/governance.ts:1; packages/core/test/agent.test.ts:3; packages/core/test/compat-drift.test.ts:3; packages/governance/src/index.ts:1; packages/governance/test/index.test.ts:2; site/src/content.ts:1; site/src/docsContent.ts:3,KEEP-SIBLING,governance,"Real adopter value for the governance cohort, but optional enough to live outside the harness core with compatibility re-exports during extraction.",
createLocalStorageMutationJournal,re-export,34,34,1,5,packages/core/src/compat/governance.ts:1; packages/governance/src/index.ts:1; site/src/docsContent.ts:3,KEEP-SIBLING,governance,"Real adopter value for the governance cohort, but optional enough to live outside the harness core with compatibility re-exports during extraction.",
createMemoryMutationJournal,re-export,34,34,1,15,packages/core/src/compat/governance.ts:1; packages/core/test/agent.test.ts:3; packages/core/test/compat-drift.test.ts:3; packages/governance/src/index.ts:1; packages/governance/test/index.test.ts:2; scripts/research-suite.mjs:1; site/src/docsContent.ts:2; tests/fixtures/fresh-app/src/main.tsx:2,KEEP-SIBLING,governance,"Real adopter value for the governance cohort, but optional enough to live outside the harness core with compatibility re-exports during extraction.",
createOfflineTool,re-export,34,34,1,11,packages/core/src/compat/governance.ts:1; packages/core/test/agent.test.ts:2; packages/governance/src/index.ts:1; packages/governance/test/index.test.ts:2; scripts/research-suite.mjs:1; site/src/content.ts:1; site/src/docsContent.ts:3,KEEP-SIBLING,governance,"Real adopter value for the governance cohort, but optional enough to live outside the harness core with compatibility re-exports during extraction.",
createPiiRedactor,re-export,34,34,1,16,packages/core/src/compat/governance.ts:1; packages/core/test/agent.test.ts:2; packages/core/test/compat-drift.test.ts:3; packages/governance/src/index.ts:1; packages/governance/test/index.test.ts:2; scripts/research-suite.mjs:1; site/src/content.ts:1; site/src/docsContent.ts:3; tests/fixtures/fresh-app/src/main.tsx:2,KEEP-SIBLING,governance,"Real adopter value for the governance cohort, but optional enough to live outside the harness core with compatibility re-exports during extraction.",
createToolPolicyExecutor,re-export,34,34,1,10,packages/core/src/compat/governance.ts:1; packages/core/test/agent.test.ts:2; packages/governance/src/index.ts:1; scripts/research-suite.mjs:1; site/src/content.ts:1; site/src/docsContent.ts:4,KEEP-SIBLING,governance,"Real adopter value for the governance cohort, but optional enough to live outside the harness core with compatibility re-exports during extraction.",
EdgeToolPolicyError,re-export,34,34,1,20,packages/core/src/compat/governance.ts:8; packages/core/test/agent.test.ts:2; packages/governance/src/index.ts:8; packages/governance/test/index.test.ts:2,KEEP-SIBLING,governance,"Real adopter value for the governance cohort, but optional enough to live outside the harness core with compatibility re-exports during extraction.",
executeToolWithPolicy,re-export,34,34,1,8,packages/core/src/compat/governance.ts:2; packages/governance/src/index.ts:2; packages/governance/test/index.test.ts:2; site/src/content.ts:1; site/src/docsContent.ts:1,KEEP-SIBLING,governance,"Real adopter value for the governance cohort, but optional enough to live outside the harness core with compatibility re-exports during extraction.",
syncMutationJournal,re-export,34,34,1,10,packages/core/src/compat/governance.ts:1; packages/core/test/agent.test.ts:3; packages/governance/src/index.ts:1; scripts/research-suite.mjs:1; site/src/content.ts:1; site/src/docsContent.ts:3,KEEP-SIBLING,governance,"Real adopter value for the governance cohort, but optional enough to live outside the harness core with compatibility re-exports during extraction.",
McpToolClient,type-reexport,37,37,1,6,packages/core/src/compat/mcp.ts:3; packages/mcp/src/index.ts:3,KEEP-SIBLING,mcp,"Real adopter value for the mcp cohort, but optional enough to live outside the harness core with compatibility re-exports during extraction.",
McpToolDefinition,type-reexport,37,37,1,8,packages/core/src/compat/mcp.ts:4; packages/mcp/src/index.ts:4,KEEP-SIBLING,mcp,"Real adopter value for the mcp cohort, but optional enough to live outside the harness core with compatibility re-exports during extraction.",
loadMcpTools,re-export,39,39,1,16,packages/core/src/compat/mcp.ts:2; packages/core/test/agent.test.ts:2; packages/core/test/compat-drift.test.ts:3; packages/mcp/src/index.ts:2; packages/mcp/test/index.test.ts:2; scripts/research-suite.mjs:1; site/src/content.ts:1; site/src/docsContent.ts:3,KEEP-SIBLING,mcp,"Real adopter value for the mcp cohort, but optional enough to live outside the harness core with compatibility re-exports during extraction.",
mcpToolsFromDefinitions,re-export,39,39,1,17,packages/core/src/compat/mcp.ts:2; packages/core/test/agent.test.ts:2; packages/core/test/compat-drift.test.ts:3; packages/mcp/src/index.ts:2; packages/mcp/test/index.test.ts:2; site/src/content.ts:1; site/src/docsContent.ts:3; tests/fixtures/fresh-app/src/main.tsx:2,KEEP-SIBLING,mcp,"Real adopter value for the mcp cohort, but optional enough to live outside the harness core with compatibility re-exports during extraction.",
AgUiEvent,type-reexport,42,42,1,13,packages/agui/src/index.ts:9; packages/core/src/compat/agui.ts:4,KEEP-SIBLING,agui,"Real adopter value for the agui cohort, but optional enough to live outside the harness core with compatibility re-exports during extraction.",
AgUiRunInput,type-reexport,42,42,1,10,packages/agui/src/index.ts:5; packages/core/src/compat/agui.ts:3; site/src/main.ts:2,KEEP-SIBLING,agui,"Real adopter value for the agui cohort, but optional enough to live outside the harness core with compatibility re-exports during extraction.",
CreateAgUiAgentOptions,type-reexport,42,42,1,6,packages/agui/src/index.ts:4; packages/core/src/compat/agui.ts:2,KEEP-SIBLING,agui,"Real adopter value for the agui cohort, but optional enough to live outside the harness core with compatibility re-exports during extraction.",
CreateHandoffEnvelopeOptions,type-reexport,42,42,1,4,packages/agui/src/index.ts:2; packages/core/src/compat/agui.ts:2,KEEP-SIBLING,agui,"Real adopter value for the agui cohort, but optional enough to live outside the harness core with compatibility re-exports during extraction.",
EdgeHandoffEnvelope,type-reexport,42,42,1,9,packages/agui/src/index.ts:3; packages/core/src/compat/agui.ts:3; packages/core/src/compat/routing.ts:3,KEEP-SIBLING,agui,"Real adopter value for the agui cohort, but optional enough to live outside the harness core with compatibility re-exports during extraction.",
agUiEventToAgentEvents,re-export,44,44,1,16,packages/agui/src/index.ts:2; packages/agui/test/index.test.ts:2; packages/core/src/compat/agui.ts:2; packages/core/test/agent.test.ts:4; packages/core/test/compat-drift.test.ts:3; site/src/docsContent.ts:1; tests/fixtures/fresh-app/src/main.tsx:2,KEEP-SIBLING,agui,"Real adopter value for the agui cohort, but optional enough to live outside the harness core with compatibility re-exports during extraction.",
createHandoffEnvelope,re-export,44,44,1,13,packages/agui/src/index.ts:1; packages/agui/test/index.test.ts:2; packages/core/src/agent.ts:2; packages/core/src/compat/agui.ts:1; packages/core/test/agent.test.ts:4; scripts/research-suite.mjs:1; site/src/content.ts:1; site/src/docsContent.ts:1,KEEP-SIBLING,agui,"Real adopter value for the agui cohort, but optional enough to live outside the harness core with compatibility re-exports during extraction.",
createAgUiAgent,re-export,46,46,1,29,packages/agui/src/index.ts:3; packages/agui/test/index.test.ts:2; packages/core/src/compat/agui.ts:2; packages/core/test/agent.test.ts:3; scripts/research-agent-loops.mjs:2; scripts/research-suite.mjs:2; site/src/docsContent.ts:9; site/src/main.ts:5; tests/e2e/agent-loops.spec.ts:1,KEEP-SIBLING,agui,"Real adopter value for the agui cohort, but optional enough to live outside the harness core with compatibility re-exports during extraction.",
CascadeActionType,type-reexport,49,49,1,3,packages/core/src/cascade/readiness.ts:3,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
CascadeCapability,type-reexport,49,49,1,7,packages/core/src/cascade/readiness.ts:7,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
CascadeMode,type-reexport,49,49,1,5,packages/core/src/cascade/readiness.ts:5,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
CascadeProviderSnapshot,type-reexport,49,49,1,12,packages/core/src/cascade/readiness.ts:12,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
CascadeProviderStatus,type-reexport,49,49,1,2,packages/core/src/cascade/readiness.ts:2,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
CascadeReadinessCheckOptions,type-reexport,49,49,1,3,packages/core/src/cascade/readiness.ts:3,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
CascadeReadinessMessages,type-reexport,49,49,1,3,packages/core/src/cascade/readiness.ts:3,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
CascadeVisibilityPolicy,type-reexport,49,49,1,2,packages/core/src/cascade/readiness.ts:2,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
ContextualToolExecute,type-reexport,51,51,1,19,packages/core/src/agent.ts:1; packages/core/src/compat/governance.ts:4; packages/core/src/compat/knowledge.ts:2; packages/core/src/compat/mcp.ts:2; packages/core/src/compat/parallel.ts:2; packages/core/src/context.ts:2; packages/governance/src/index.ts:4; packages/knowledge/src/index.ts:2,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
EdgeAuthContext,type-reexport,51,51,1,3,packages/core/src/context.ts:3,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
EdgeIdentity,type-reexport,51,51,1,7,packages/core/src/context.ts:7,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
EdgePublicIdentity,type-reexport,51,51,1,4,packages/core/src/compat/agui.ts:2; packages/core/src/context.ts:2,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
EdgeStateSnapshot,type-reexport,51,51,1,11,packages/core/src/compat/agui.ts:2; packages/core/src/compat/cache.ts:2; packages/core/src/compat/knowledge.ts:2; packages/core/src/context.ts:5,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
EdgeTelemetryEventName,type-reexport,53,53,1,10,packages/agui/src/index.ts:3; packages/core/src/compat/agui.ts:2; packages/core/src/telemetry.ts:3; packages/ui/src/index.ts:2,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
MissionControlSnapshot,type-reexport,53,53,1,6,packages/core/src/telemetry.ts:4; site/src/main.ts:2,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
createMissionControl,re-export,55,55,1,10,packages/core/src/telemetry.ts:1; packages/core/test/agent.test.ts:3; site/src/content.ts:1; site/src/docsContent.ts:3; site/src/main.ts:2,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
CreateSupervisorRouterOptions,type-reexport,57,57,1,2,packages/core/src/compat/routing.ts:2,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
EdgeModelRouter,type-reexport,57,57,1,6,packages/core/src/agent.ts:2; packages/core/src/compat/routing.ts:3; site/src/docsContent.ts:1,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
HybridModelRoute,type-reexport,57,57,1,2,packages/core/src/compat/routing.ts:2,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
ModelRouterContext,type-reexport,57,57,1,4,packages/core/src/compat/routing.ts:4,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
SupervisorWorkerRoute,type-reexport,57,57,1,2,packages/core/src/compat/routing.ts:2,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
createHybridModelRouter,re-export,59,59,1,8,packages/core/src/compat/routing.ts:1; packages/core/test/agent.test.ts:2; scripts/research-suite.mjs:1; site/src/content.ts:1; site/src/docsContent.ts:3,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
createSupervisorRouter,re-export,59,59,1,10,packages/core/src/compat/routing.ts:1; packages/core/test/agent.test.ts:3; scripts/research-suite.mjs:1; site/src/content.ts:1; site/src/docsContent.ts:4,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
EdgeCachedResponse,type-reexport,61,61,1,8,packages/core/src/compat/cache.ts:8,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
EdgeResponseCache,type-reexport,61,61,1,5,packages/core/src/agent.ts:2; packages/core/src/compat/cache.ts:3,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
EdgeResponseCacheContext,type-reexport,61,61,1,8,packages/core/src/agent.ts:2; packages/core/src/compat/cache.ts:6,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
EdgeResponseCachePolicy,type-reexport,61,61,1,4,packages/core/src/agent.ts:2; packages/core/src/compat/cache.ts:2,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
IndexedDbResponseCacheOptions,type-reexport,61,61,1,2,packages/core/src/compat/cache.ts:2,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
createIndexedDbResponseCache,re-export,63,63,1,4,packages/core/src/compat/cache.ts:1; site/src/docsContent.ts:3,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
createMemoryResponseCache,re-export,63,63,1,7,packages/core/src/compat/cache.ts:1; packages/core/test/agent.test.ts:3; scripts/research-suite.mjs:1; site/src/docsContent.ts:2,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
ExecuteParallelToolsOptions,type-reexport,65,65,1,2,packages/core/src/compat/parallel.ts:2,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
ParallelToolCall,type-reexport,65,65,1,4,packages/core/src/compat/parallel.ts:4,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
ParallelToolResult,type-reexport,65,65,1,4,packages/core/src/compat/parallel.ts:4,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
executeParallelTools,re-export,67,67,1,8,packages/core/src/compat/parallel.ts:1; packages/core/test/agent.test.ts:2; scripts/research-suite.mjs:1; site/src/content.ts:1; site/src/docsContent.ts:3,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
EdgeSkillOptimizationCandidate,type-reexport,69,69,1,2,packages/core/src/compat/skill-optimization.ts:2,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
EdgeSkillOptimizationIssue,type-reexport,69,69,1,3,packages/core/src/compat/skill-optimization.ts:3,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
EdgeSkillOptimizationValidation,type-reexport,69,69,1,2,packages/core/src/compat/skill-optimization.ts:2,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
EdgeSkillPatchOperation,type-reexport,69,69,1,2,packages/core/src/compat/skill-optimization.ts:2,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
EdgeSkillScore,type-reexport,69,69,1,2,packages/core/src/compat/skill-optimization.ts:2,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
ValidateSkillOptimizationOptions,type-reexport,69,69,1,2,packages/core/src/compat/skill-optimization.ts:2,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
summarizeSkillOptimizationScores,re-export,71,71,1,5,packages/core/src/compat/skill-optimization.ts:1; packages/core/test/profile.test.ts:2; scripts/skill-optimization-report.mjs:1; site/src/docsContent.ts:1,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
validateSkillOptimizationCandidate,re-export,71,71,1,8,packages/core/src/compat/skill-optimization.ts:1; packages/core/test/profile.test.ts:4; scripts/skill-optimization-report.mjs:1; site/src/docsContent.ts:2,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
filterToolManifestsForSession,re-export,73,73,1,9,packages/core/src/agent.ts:3; packages/core/src/context.ts:1; packages/core/test/agent.test.ts:2; packages/ui/src/index.ts:2; site/src/docsContent.ts:1,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
withToolContext,re-export,73,73,1,7,packages/core/src/agent.ts:2; packages/core/src/context.ts:1; packages/core/test/agent.test.ts:2; site/src/answerComposer.ts:1; site/src/docsContent.ts:1,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
estimateTokens,re-export,75,75,1,13,packages/agui/src/index.ts:2; packages/core/src/compat/agui.ts:2; packages/core/src/compat/knowledge.ts:2; packages/core/src/shared.ts:1; packages/core/test/agent.test.ts:3; packages/knowledge/src/index.ts:2; site/src/docsContent.ts:1,DEFER,,Does not clearly land as v3.5 core adopter friction; defer until measured adopter demand or collapse into an existing core/sibling contract.,
